Loja,Ref. Basica,Descriçao,Saldo em Estoque,Estoque $ Custo,Estoque $ Venda,Tab Preco Custo,PV Tab Venda,PV Tab Promo,PV Tab P Original,Razão Social Fornecedor,Nome Fantasia Fornecedor,Marca,Coleção,Categoria,SubCategoria,Origem,Material,Grupo,Artigo,Modelo,Dt. Saldo,Cod. Saldo
238 - UK - RECIFE 2 - 238,2 04 19 008582,CARTEIRA SINTETICO 70533 I25,3,"254,13",447,"84,71",219,149,219,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2025,ACESSORIOS,CARTEIRAS,NACIONAL,SINTETICO,CARTEIRAS,CARTEIRA,70533I25,11/29/2025,1
226 - UK - RECIFE - 226,2 04 01 008465,PORTA PASSAPORTE COURO 70350 I25,1,"52,5",119,"52,5",159,119,159,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2025,ACESSORIOS,ACESSORIOS,NACIONAL,COURO,ACESSORIOS,PORTA PASSAPORTE,70350I25,3/6/2026,1
238 - UK - RECIFE 2 - 238,2 04 19 008445,CARTEIRA SINTETICO 70426 V25,2,"147,3",318,"73,65",229,159,229,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,ACESSORIOS,CARTEIRAS,NACIONAL,SINTETICO,CARTEIRAS,CARTEIRA,70426STV25,9/16/2025,1
242 - UK - RECIFE 4 - 242,2 04 01 008656,ALCA CADARCO/COURO 70591 V26,1,"52,81",159,"52,81",159,159,159,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,CADARCO/COURO,ACESSORIOS,ALCA DE BOLSA,70591V26,3/17/2026,1
226 - UK - RECIFE - 226,2 04 01 008656,ALCA CADARCO/COURO 70591 V26,2,"105,62",318,"52,81",159,159,159,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,CADARCO/COURO,ACESSORIOS,ALCA DE BOLSA,70591V26,2/16/2026,1
226 - UK - RECIFE - 226,2 04 01 008642,BAG CHARMS COURO 70588 V26,3,"84,84",177,"28,28",89,59,89,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,COURO,ACESSORIOS,CHAVEIRO,70588V26,12/15/2025,1
242 - UK - RECIFE 4 - 242,2 04 01 008641,KIT SORRISO COURO 70217 V26,1,52,119,52,159,119,159,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,COURO,ACESSORIOS,KIT SORRISO,70217V26,1/17/2026,1
242 - UK - RECIFE 4 - 242,2 04 01 008777,PORTA DOC COURO 70351 V26,1,"44,2",139,"44,2",139,139,139,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,COURO,ACESSORIOS,PORTA DOCUMENTO,70351V26,1/10/2026,1
242 - UK - RECIFE 4 - 242,2 04 01 008908,BAG CHARM SINTETICO 70622 I26,5,140,445,28,89,89,89,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,SINTETICO,ACESSORIOS,CHAVEIRO,70622I26,3/5/2026,1
226 - UK - RECIFE - 226,2 04 01 008467,ALCA CADARCO/COURO 70490 I25,1,"36,54",119,"36,54",119,119,119,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2025,ACESSORIOS,ACESSORIOS,NACIONAL,CADARCO/COURO,ACESSORIOS,ALCA DE BOLSA,70490I25,5/18/2025,1
238 - UK - RECIFE 2 - 238,2 04 19 008726,CARTEIRA PU 70533 V26,1,"88,1",149,"88,1",219,149,219,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRAS,NACIONAL,PU,CARTEIRAS,CARTEIRA,70533V26,12/20/2025,1
238 - UK - RECIFE 2 - 238,2 04 07 008677,CARTEIRA COURO 70444 V26,3,168,357,56,179,119,179,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70444V26,9/25/2025,1
240 - UK - RECIFE 3 - 240,2 04 07 008702,CARTEIRA COURO 70499 V26,1,"52,86",169,"52,86",169,169,169,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70499V26,2/26/2026,1
226 - UK - RECIFE - 226,2 04 07 008702,CARTEIRA COURO 70499 V26,1,"52,86",169,"52,86",169,169,169,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70499V26,3/3/2026,1
226 - UK - RECIFE - 226,2 04 07 008701,CARTEIRA COURO 70426 V26,1,"89,9",269,"89,9",269,269,269,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70426V26,12/15/2025,1
242 - UK - RECIFE 4 - 242,2 04 07 008701,CARTEIRA COURO 70426 V26,3,"269,7",807,"89,9",269,269,269,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70426V26,3/3/2026,1
238 - UK - RECIFE 2 - 238,2 04 07 007782,CARTEIRA COURO 70376,1,"42,14",159,"42,14",159,159,159,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2023,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,MASCULINO,CARTEIRA MASCULINA,70376I23,3/7/2026,1
238 - UK - RECIFE 2 - 238,2 04 07 007780,CARTEIRA COURO 70374,1,"42,43",149,"42,43",149,149,139,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2023,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,MASCULINO,CARTEIRA MASCULINA,70374I23,3/2/2026,1
242 - UK - RECIFE 4 - 242,2 04 07 007780,CARTEIRA COURO 70374,1,"42,43",149,"42,43",149,149,139,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2023,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,MASCULINO,CARTEIRA MASCULINA,70374I23,3/2/2026,1
238 - UK - RECIFE 2 - 238,2 04 07 008376,CARTEIRA COURO 70445 V25,1,64,139,64,209,139,209,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70445V25,3/2/2026,1
238 - UK - RECIFE 2 - 238,2 04 19 008377,CARTEIRA PU 70533 V25,2,"158,92",298,"79,46",219,149,219,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,ACESSORIOS,CARTEIRAS,NACIONAL,PU,CARTEIRAS,CARTEIRA,70533V25,10/30/2024,1
238 - UK - RECIFE 2 - 238,2 04 01 007847,ALCA BOLSA P CADARCO 70507 V24,1,"21,3",69,"21,3",89,69,89,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2024,ACESSORIOS,ACESSORIOS,NACIONAL,CADARCO,ACESSORIOS,ALCA DE BOLSA,70507V24,2/4/2025,1
226 - UK - RECIFE - 226,2 04 07 008202,CARTEIRA COURO 70376 I24,5,"265,55",895,"53,11",179,179,179,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2024,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,MASCULINO,CARTEIRA MASCULINA,70376I24,8/13/2024,1
242 - UK - RECIFE 4 - 242,2 04 07 008202,CARTEIRA COURO 70376 I24,1,"53,11",179,"53,11",179,179,179,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2024,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,MASCULINO,CARTEIRA MASCULINA,70376I24,12/23/2025,1
242 - UK - RECIFE 4 - 242,2 04 07 008200,CARTEIRA COURO 70374 I24,2,"100,96",338,"50,48",169,169,169,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2024,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,MASCULINO,CARTEIRA MASCULINA,70374I24,10/18/2024,1
226 - UK - RECIFE - 226,2 04 01 007825,GUARDA-CHUVA POLIESTER GOMOS G,2,"135,8",398,"67,9",199,199,199,GUARDACHUVARIA CONTORNOS,CONTORNOS 2,UNCLE K,VERAO 2024,ACESSORIOS,ACESSORIOS,NACIONAL,POLIESTER,ACESSORIOS,GUARDA-CHUVA,GOMOSGV24,3/15/2026,1
226 - UK - RECIFE - 226,2 02 18 007828,TENIS LONA ALOHA V24,1,89,149,89,299,149,299,RC INDUSTRIA DE CALCADOS EIRELI,PRIMMA SCARPA,UNCLE K,VERAO 2024,CALCADOS,TENIS,NACIONAL,LONA,CALCADOS,TENIS,ALOHAV24,3/19/2025,1
226 - UK - RECIFE - 226,2 02 18 008873,TENIS NAPA VEG TK2 I26,12,1140,4308,95,359,359,359,INDUSTRIA E COMERCIO DE CALCADOS S SANTOS LTDA,SUZANA SANTOS,UNCLE K,INVERNO 2026,CALCADOS,TENIS,NACIONAL,NAPA VEGGIE,CALCADOS,TENIS,TK2I26,3/16/2026,1
240 - UK - RECIFE 3 - 240,2 02 15 007998,RASTEIRA CAMURCA VEG FLAT N.5 V24,1,105,159,105,319,159,319,INDUSTRIA E COMERCIO DE CALCADOS S SANTOS LTDA,SUZANA SANTOS,UNCLE K,VERAO 2024,CALCADOS,SANDALIA,NACIONAL,SINTETICO,CALCADOS,RASTEIRA,FLATN.5V24,1/19/2024,1
240 - UK - RECIFE 3 - 240,2 02 17 008270,SAPATO NOBUCK VEG FRANCIS V25,1,92,"174,5",92,349,"174,5",349,INDUSTRIA E COMERCIO DE CALCADOS S SANTOS LTDA,SUZANA SANTOS,UNCLE K,VERAO 2025,CALCADOS,SAPATO,NACIONAL,NOBUCK VEGGIE,CALCADOS,SAPATO BONECA,FRANCISV25,2/2/2026,1
226 - UK - RECIFE - 226,2 02 15 008765,PAPETE TRAMA VEG KITTY V26,2,126,518,63,259,259,259,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,TRAMA VEGGIE,CALCADOS,PAPETE,KITTYV26,3/14/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008165,ANABELA NOBUCK VEG NEW RAPHA I24,1,79,279,79,279,279,279,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,INVERNO 2024,CALCADOS,SANDALIA,NACIONAL,NOBUCK VEGGIE,CALCADOS,ANABELA,NEWRAPHAI24,11/4/2025,1
242 - UK - RECIFE 4 - 242,2 02 15 008848,RASTEIRA NAPA/CAMURCA VEG MARAU V26,3,108,447,36,149,149,149,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,RASTEIRA,MARAUV26,12/10/2025,1
238 - UK - RECIFE 2 - 238,2 02 15 008848,RASTEIRA NAPA/CAMURCA VEG MARAU V26,1,36,149,36,149,149,149,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,RASTEIRA,MARAUV26,12/5/2025,1
238 - UK - RECIFE 2 - 238,2 02 15 008847,PAPETE NAPA/CAMURCA VEG GRUMARI V26,1,56,229,56,229,229,229,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,PAPETE,GRUMARIV26,12/5/2025,1
242 - UK - RECIFE 4 - 242,2 02 14 008773,RASTEIRA NAPA VEG QUINTA V26,2,72,258,36,129,129,129,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,NAPA VEGGIE,CALCADOS,RASTEIRA,QUINTAV26,11/17/2025,1
226 - UK - RECIFE - 226,2 02 15 008607,PLATAFORMA NOB/NAPA VEG MARIANA I25,1,82,329,82,329,329,329,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,INVERNO 2025,CALCADOS,SANDALIA,NACIONAL,NOBUCK/NAPA VEGGIE,CALCADOS,PLATAFORMA,MARIANAI25,3/6/2026,1
242 - UK - RECIFE 4 - 242,2 02 18 008749,TENIS VEGGIE KA V26,1,84,349,84,349,349,349,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,VEGGIE,CALCADOS,TENIS,KAV26,1/20/2026,1
242 - UK - RECIFE 4 - 242,2 02 18 008749,TENIS VEGGIE KA V26,1,84,349,84,349,349,349,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,VEGGIE,CALCADOS,TENIS,KAV26,3/12/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008748,PLATAFORMA NOBUCK VEG MARIANA V26,1,84,329,84,329,329,329,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NOBUCK VEGGIE,CALCADOS,PLATAFORMA,MARIANAV26,3/2/2026,1
240 - UK - RECIFE 3 - 240,2 02 15 008740,PAPETE NAPA VEG CANYON V26,1,57,189,57,189,189,189,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA VEGGIE,CALCADOS,PAPETE,CANYONV26,8/27/2025,1
242 - UK - RECIFE 4 - 242,2 04 01 008038,KIT MEIAS ALGODAO HAPPY I24,3,"42,6",177,"14,2",59,59,59,BRICAM COMERCIO VAREJISTA DE ARTIGOS E PRODUTOS LTDA,BRICAM COMERCIO VAREJISTA DE ARTIGOS E P,UNCLE K,INVERNO 2024,ACESSORIOS,ACESSORIOS,NACIONAL,ALGODAO,ACESSORIOS,MEIA,KITHAPPYI24,3/10/2026,1
240 - UK - RECIFE 3 - 240,2 02 18 008605,TENIS COURO RIO I25,2,298,938,149,469,469,469,CALCADOS SHELTER INDUSTRIA E COMERCIA LTDA EPP,SHELTER,UNCLE K,INVERNO 2025,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RIOI25,8/12/2025,1
226 - UK - RECIFE - 226,2 02 18 007814,TENIS NEOPRENE NEO,3,"440,7",717,"146,9",489,239,489,CALCADOS SHELTER INDUSTRIA E COMERCIA LTDA EPP,SHELTER,UNCLE K,INVERNO 2023,CALCADOS,TENIS,NACIONAL,NEOPRENE,MASCULINO,TENIS,NEO,7/24/2025,1
240 - UK - RECIFE 3 - 240,2 03 11 008108,MOCHILA NY BNT MINI BUK I24,1,140,499,140,499,499,499,BAG PLANET BOLSAS E ACESSORIOS LTDA,BAG PLANET BOLSAS E ACESSORIOS LTDA,UNCLE K,INVERNO 2024,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,MINIBUKBNTI24,9/1/2025,1
242 - UK - RECIFE 4 - 242,2 03 11 007926,MOCHILA NYLON BNT BUK V24,1,150,549,150,549,549,549,BAG PLANET BOLSAS E ACESSORIOS LTDA,BAG PLANET BOLSAS E ACESSORIOS LTDA,UNCLE K,VERAO 2024,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,BUKV24,2/3/2026,1
242 - UK - RECIFE 4 - 242,2 03 11 007926,MOCHILA NYLON BNT BUK V24,1,150,549,150,549,549,549,BAG PLANET BOLSAS E ACESSORIOS LTDA,BAG PLANET BOLSAS E ACESSORIOS LTDA,UNCLE K,VERAO 2024,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,BUKV24,2/9/2026,1
238 - UK - RECIFE 2 - 238,2 03 11 007534,MOCHILA NYLON RUBBER 60981 V23,1,130,259,130,429,259,419,BAG PLANET BOLSAS E ACESSORIOS LTDA,BAG PLANET BOLSAS E ACESSORIOS LTDA,UNCLE K,VERAO 2023,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON EMBORRACHADO,MOCHILAS/MALAS,MOCHILA,60981V23,3/23/2024,1
238 - UK - RECIFE 2 - 238,2 03 11 007534,MOCHILA NYLON RUBBER 60981 V23,1,130,259,130,429,259,419,BAG PLANET BOLSAS E ACESSORIOS LTDA,BAG PLANET BOLSAS E ACESSORIOS LTDA,UNCLE K,VERAO 2023,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON EMBORRACHADO,MOCHILAS/MALAS,MOCHILA,60981V23,1/9/2025,1
238 - UK - RECIFE 2 - 238,2 01 04 007471,BOLSA NYLON RUBBER 60954 V23,1,115,379,115,379,379,419,BAG PLANET BOLSAS E ACESSORIOS LTDA,BAG PLANET BOLSAS E ACESSORIOS LTDA,UNCLE K,VERAO 2023,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON EMBORRACHADO,BOLSAS NYLON IMPORTADO,BOLSA OMBRO,60954V23,2/10/2026,1
242 - UK - RECIFE 4 - 242,2 02 14 008752,RASTEIRA COURO SILVER V26,4,324,1076,81,269,269,269,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,COURO,CALCADOS,RASTEIRA,SILVERV26,1/13/2026,1
226 - UK - RECIFE - 226,2 02 15 008878,SANDALIA COURO TOTIS I26,2,"172,6",558,"86,3",279,279,279,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,RASTEIRA,TOTISI26,3/17/2026,1
226 - UK - RECIFE - 226,2 02 14 008769,RASTEIRA COURO RIVER V26,1,"77,5",249,"77,5",249,249,249,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,COURO,CALCADOS,RASTEIRA,RIVERV26,2/4/2026,1
242 - UK - RECIFE 4 - 242,2 02 14 008769,RASTEIRA COURO RIVER V26,1,"77,5",249,"77,5",249,249,249,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,COURO,CALCADOS,RASTEIRA,RIVERV26,11/29/2025,1
238 - UK - RECIFE 2 - 238,2 02 14 008769,RASTEIRA COURO RIVER V26,1,"77,5",249,"77,5",249,249,249,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,COURO,CALCADOS,RASTEIRA,RIVERV26,3/16/2026,1
240 - UK - RECIFE 3 - 240,2 02 14 008769,RASTEIRA COURO RIVER V26,4,310,996,"77,5",249,249,249,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,COURO,CALCADOS,RASTEIRA,RIVERV26,11/3/2025,1
226 - UK - RECIFE - 226,2 02 14 008769,RASTEIRA COURO RIVER V26,1,"77,5",249,"77,5",249,249,249,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,COURO,CALCADOS,RASTEIRA,RIVERV26,2/1/2026,1
226 - UK - RECIFE - 226,2 02 15 008879,PAPETE CAMURCA BRICK I26,18,"2154,6",7002,"119,7",389,389,389,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,CAMURCA,CALCADOS,PAPETE,BRICKI26,3/11/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008879,PAPETE CAMURCA BRICK I26,2,"239,4",778,"119,7",389,389,389,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,CAMURCA,CALCADOS,PAPETE,BRICKI26,3/12/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008358,RASTEIRA COURO SILVER V25,1,"79,7",269,"79,7",269,269,269,NIVAN CALCADOS LTDA,AYE AYE,UNCLE K,VERAO 2025,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,RASTEIRA,SILVERV25,9/4/2024,1
226 - UK - RECIFE - 226,2 04 01 07777,COPO UNCLE K,1,"19,95",59,"19,95",59,59,59,SANTA CLARA BRINDES,SANTA CLARA BRINDES,UNCLE K,INVERNO 2023,,,,,,,,3/6/2026,1
242 - UK - RECIFE 4 - 242,2 02 17 008178,SAPATO COURO ENJOY I24,1,109,"169,5",109,339,"169,5",339,ARLETE WAGNER DA SILVA,PRIMMA SCARPA,UNCLE K,INVERNO 2024,CALCADOS,SAPATO,NACIONAL,COURO,CALCADOS,SAPATO SALTO,ENJOYI24,11/5/2024,1
242 - UK - RECIFE 4 - 242,2 02 17 007734,SAPATO COURO KYOTO I23,1,"99,9",199,"99,9",329,199,329,ARLETE WAGNER DA SILVA,PRIMMA SCARPA,UNCLE K,INVERNO 2023,CALCADOS,SAPATO,NACIONAL,COURO,CALCADOS,SAPATO,KYOTOI23,3/1/2025,1
238 - UK - RECIFE 2 - 238,2 02 18 008362,TENIS TELA LUAU MESH V25,1,"83,5","149,5","83,5",299,"149,5",299,CALCADOS R.M.S LTDA,RMS,UNCLE K,VERAO 2025,CALCADOS,TENIS,NACIONAL,TELA,CALCADOS,TENIS,LUAUMESHV25,8/30/2025,1
226 - UK - RECIFE - 226,2 02 15 008760,PAPETE ELASTICO VICKY V26,1,76,259,76,259,259,259,CALCADOS R.M.S LTDA,RMS,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,ELASTICO,CALCADOS,PAPETE,VICKYV26,3/6/2026,1
226 - UK - RECIFE - 226,2 02 15 008361,PAPETE ELASTICO SERENA V25,1,"74,3",259,"74,3",259,259,249,CALCADOS R.M.S LTDA,RMS,UNCLE K,VERAO 2025,CALCADOS,SANDALIA,NACIONAL,ELASTICO,CALCADOS,PAPETE,SERENAV25,1/16/2026,1
226 - UK - RECIFE - 226,2 02 15 008735,PAPETE COURO FIGARO V26,1,78,259,78,259,259,259,CALCADOS R.M.S LTDA,RMS,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,PAPETE,FIGAROV26,12/21/2025,1
240 - UK - RECIFE 3 - 240,2 02 15 008736,ANABELA COURO PIC NIC V26,1,87,299,87,299,299,299,CALCADOS R.M.S LTDA,RMS,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  ANABELA,NACIONAL,COURO,CALCADOS,ANABELA,PICNICV26,8/27/2025,1
240 - UK - RECIFE 3 - 240,2 02 15 007984,PLATAFORMA LONA TRANCOSO V24,1,"99,9",149,"99,9",329,149,329,NEW PORT IND. COM. IMP. E EXP DE CALCADOS LTDA,A3 ESPADRILLES,UNCLE K,VERAO 2024,CALCADOS,SANDALIA,NACIONAL,LONA,CALCADOS,PLATAFORMA,TRANCOSOV24,11/5/2024,1
226 - UK - RECIFE - 226,2 03 11 008304,MOCHILA NYLON BNT 61049 V25,1,182,669,182,669,669,669,TRUST - IMPORTACAO E EXPORTACAO EIRELI,TTL BRAZIL (DTX),UNCLE K,VERAO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS/MALAS,MOCHILA,61049V25,12/26/2025,1
242 - UK - RECIFE 4 - 242,2 03 11 008301,MOCHILA NYLON BNT MINI BUK V25,3,372,1497,124,499,499,499,TRUST - IMPORTACAO E EXPORTACAO EIRELI,TTL BRAZIL (DTX),UNCLE K,VERAO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,MINIBUKBNTV25,12/16/2024,1
238 - UK - RECIFE 2 - 238,2 03 11 008303,MOCHILA NYLON BNT BIG BUK V25,2,288,1178,144,589,589,589,TRUST - IMPORTACAO E EXPORTACAO EIRELI,TTL BRAZIL (DTX),UNCLE K,VERAO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,BIGBUKBNTV25,1/10/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008398,BOLSA NYLON BNT 61235 V25,1,89,349,89,499,349,499,TRUST - IMPORTACAO E EXPORTACAO EIRELI,TTL BRAZIL (DTX),UNCLE K,VERAO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON BNT,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61235V25,2/26/2026,1
238 - UK - RECIFE 2 - 238,2 03 11 008302,MOCHILA NYLON BNT BUK V25,2,260,1098,130,549,549,549,TRUST - IMPORTACAO E EXPORTACAO EIRELI,TTL BRAZIL (DTX),UNCLE K,VERAO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,BUKBNTV25,9/15/2025,1
226 - UK - RECIFE - 226,2 03 11 008302,MOCHILA NYLON BNT BUK V25,1,130,549,130,549,549,549,TRUST - IMPORTACAO E EXPORTACAO EIRELI,TTL BRAZIL (DTX),UNCLE K,VERAO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,BUKBNTV25,3/13/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008882,SANDALIA NEOPRENE MEDUSA I26,14,1736,5586,124,399,399,399,CALCADOS NATORE RAPERE LTDA,NATORE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,MEDUSAI26,3/3/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008883,SANDALIA NEOPRENE TRIANON I26,2,248,798,124,399,399,399,CALCADOS NATORE RAPERE LTDA,NATORE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONI26,3/12/2026,1
